OSM Number,Batch,Internal ID,,PubChem CID,MMV ID,SMILES,InChI,IChI Key,Series,Assays,PfaI EC50 (Inh),Pfal IC50 (GSK),Pfal IC50 (Syngene),Pfal IC50 (Dundee),0,Pfal (K1) IC50 (Avery),Pfal IC50 (Ralph),Pfal IC50 (Guy),Pfal (K1) IC50 (Guy),Pfal IC50 (Batra),Pfal (K1) IC50 (Batra),Pfal (3D7) IC50 (Broad),Pfal (Dd2) IC50 (Broad),PfaI EC50 uMol (Mean) Qualifier,PfaI EC50 uMol (Mean),Single Shot Inhibition %,PRR (Rate of Killing),PfATP4 'Test Set',Ion Regulation (ANU),DHODH,Late Stage Gametocyte (Avery),Pb Liver Stage,Cytotox HepG2,Cytotox HEK293 (120),Cytotox HEK293 (40),Cytotox Vero MTT,Cytotox THP1,hERG pIC50,t1/2 HLM (Monash),t1/2 HLM (Inh),t1/2 MLM (Monash),t1/2 RLM (Inh),t1/2 RLM (Monash),t1/2 HCH (Monash),t1/2 RCH (Monash),t1/2 plasma Human,t1/2 plasma Mouse,CLint HLM (Monash),%remain plasma Human,%remain plasma Mouse,CLint HLM (Inh),CLint MLM (Monash),CLint RLM (Inh),CLint RLM (Monash),CLint HCH (Monash),CLint RCH (Monash),EH H M'some (Monash),EH M M'some (Monash),EH R M'some (Monash),EH H H'cyte (Monash),EH R H'cyte (Monash),LogD 3.0 (Monash),LogD 7.4 (Monash),Sol 2.0 ug/mL (Monash),Sol 6.5 ug/mL (Monash),Sol 6.8 uM (Inh),Sol 7.4 uM (Inh),cPPB % (Monash),CL Rat (Inh),Vss Rat (Inh),T1/2 Rat (Inh),Tmax Rat (Inh),Oral F Rat (Inh),Dofetilide (Inh),Cerep (Inh),Vivo NOD/SCID ED90,Vivo Berghei %activity,Vivo Parasit Cl,"Aldehyde Oxidase
 CLint,app (µL/min/mg)"
OSM-S-14,,PMY22,,18179364,,CC(N1C2=CC=C(C(F)(F)F)C=C2)=CC(C(O)=O)=C1C,"InChI=1S/C14H12F3NO2/c1-8-7-12(13(19)20)9(2)18(8)11-5-3-10(4-6-11)14(15,16)17/h3-7H,1-2H3,(H,19,20)",LVAKCYJWXASSHB-UHFFFAOYSA-N,1,,,,,,25% at 120 micromolar,0,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-15,,PMY26,,464,,O=C(C1=CC=CC=C1)NCC(O)=O,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",QIAFMBKCNZACKA-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-16,,PMY27,,54704,,O=C(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)CNC(C3=CC=CC=C3)=O,"InChI=1S/C20H20N4O3/c1-14-18(20(27)24(23(14)2)16-11-7-4-8-12-16)22-17(25)13-21-19(26)15-9-5-3-6-10-15/h3-12H,13H2,1-2H3,(H,21,26)(H,22,25)",URWSDMBJVGVIQC-UHFFFAOYSA-N,1,,,>5,,,0,,0,,,,,,,,0,,,,,>50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-17,,PMY29; AEW63; AEW72; AEW64,,57515636,,O=C(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)CNC(OC(C)(C)C)=O,"InChI=1S/C18H24N4O4/c1-12-15(20-14(23)11-19-17(25)26-18(2,3)4)16(24)22(21(12)5)13-9-7-6-8-10-13/h6-10H,11H2,1-5H3,(H,19,25)(H,20,23)",MUHIYEGCMCBELD-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-18,,PMY28; PMY30; AEW64,,3073741,,NCC(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)=O,"InChI=1S/C13H16N4O2/c1-9-12(15-11(18)8-14)13(19)17(16(9)2)10-6-4-3-5-7-10/h3-7H,8,14H2,1-2H3,(H,15,18)",CAOVTXITBPMFQE-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-19,,PMY31; AEW59,,57515637,,CC(N1C2=CC=C(F)C=C2)=CC(C(NCC(N)=O)=O)=C1C,"InChI=1S/C15H16FN3O2/c1-9-7-13(15(21)18-8-14(17)20)10(2)19(9)12-5-3-11(16)4-6-12/h3-7H,8H2,1-2H3,(H2,17,20)(H,18,21)",NNGDJLZNBQLHHL-UHFFFAOYSA-N,1,,,>5,,,25-80% at 80 micromolar,,0,,,,,,,,0,,,,,>50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-192,,PMY5; PMY9; AEW78,,16770273,,OCC(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)=O,"InChI=1S/C13H15N3O3/c1-9-12(14-11(18)8-17)13(19)16(15(9)2)10-6-4-3-5-7-10/h3-7,17H,8H2,1-2H3,(H,14,18)",PVJDMAYRZQJDCY-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-193,,PMY7; AEW75,,4460493,,O=C1COC(C)(C)O1,"InChI=1S/C5H8O3/c1-5(2)7-3-4(6)8-5/h3H2,1-2H3",JKUCOZWILDFXMF-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-2,,PMY2; AEW2,,951687,,CC1=CC(C=O)=C(C)N1C1=CC=C(F)C=C1,"InChI=1S/C13H12FNO/c1-9-7-11(8-16)10(2)15(9)13-5-3-12(14)4-6-13/h3-8H,1-2H3",COLPZCHNJIVKMV-UHFFFAOYSA-N,1,,,>5,,,60% at 120 micromolar,50% at 120 micromolar,>1,,,,,,,,#DIV/0!,,,,,>50,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-20,,PMY32,,57506927,,FC1=CC=C(N2C(C)=CC(C(Cl)=O)=C2C)C=C1,"InChI=1S/C13H11ClFNO/c1-8-7-12(13(14)17)9(2)16(8)11-5-3-10(15)4-6-11/h3-7H,1-2H3",PFYKYZUJWZEKFH-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-21,,PMY34; AEW65,,57515638,,FC1=CC=C(N2C(C)=CC(C(NCC(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=O)=C2C)C=C1,"InChI=1S/C26H26FN5O3/c1-16-14-22(17(2)31(16)20-12-10-19(27)11-13-20)25(34)28-15-23(33)29-24-18(3)30(4)32(26(24)35)21-8-6-5-7-9-21/h5-14H,15H2,1-4H3,(H,28,34)(H,29,33)",RRYQCWKAZAVYJI-UHFFFAOYSA-N,1,,,>5,,,31,,0,,,,,,,,15.5,,,,,>50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-22,,PMY42,,52440675,,FC1=CC=C(N2C(C)=CC(C(N)=O)=C2C)C=C1,"InChI=1S/C13H13FN2O/c1-8-7-12(13(15)17)9(2)16(8)11-5-3-10(14)4-6-11/h3-7H,1-2H3,(H2,15,17)",PVWNZUQYNDFAEV-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-23,,PMY43; SBHK486,,96680,,CC1=C(C(OCC)=O)C=NN1C2=CC=CC=C2,"InChI=1S/C13H14N2O2/c1-3-17-13(16)12-9-14-15(10(12)2)11-7-5-4-6-8-11/h4-9H,3H2,1-2H3",XYIOIOHRWLZCDM-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-236,,PMY37; AEW4; AEW23,,57519182,,FC1=CC=C(N2C(C)=CC(COCC(N)=O)=C2C)C=C1,"InChI=1S/C15H17FN2O2/c1-10-7-12(8-20-9-15(17)19)11(2)18(10)14-5-3-13(16)4-6-14/h3-7H,8-9H2,1-2H3,(H2,17,19)",UFAJOCCDASJXPL-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-24,,PMY44; SBHK489,,145221,,CC1=C(C(O)=O)C=NN1C2=CC=CC=C2,"InChI=1S/C11H10N2O2/c1-8-10(11(14)15)7-12-13(8)9-5-3-2-4-6-9/h2-7H,1H3,(H,14,15)",USSMIQWDLWJQDQ-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-241,,MJT2; MNR49,,3654436,,FC1=CC=C(N2N=CC(C(OCC)=O)=C2C)C=C1,"InChI=1S/C13H13FN2O2/c1-3-18-13(17)12-8-15-16(9(12)2)11-6-4-10(14)5-7-11/h4-8H,3H2,1-2H3",JYHUUEYONFRPMV-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-242,,MJT3; MNR50,,4270263,,FC1=CC=C(N2N=CC(C(O)=O)=C2C)C=C1,"InChI=1S/C11H9FN2O2/c1-7-10(11(15)16)6-13-14(7)9-4-2-8(12)3-5-9/h2-6H,1H3,(H,15,16)",KBQWFOMDKNVSAD-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-243,,PMY63,,688689,,FC1=CC=C(N2N=CC(C(OCC)=O)=C2N)C=C1,"InChI=1S/C12H12FN3O2/c1-2-18-12(17)10-7-15-16(11(10)14)9-5-3-8(13)4-6-9/h3-7H,2,14H2,1H3",RPPPCKSHIYWAPW-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-244,,PMY64,,14994516,,FC1=CC=C(N2N=CC(C(OCC)=O)=C2)C=C1,"InChI=1S/C12H11FN2O2/c1-2-17-12(16)9-7-14-15(8-9)11-5-3-10(13)4-6-11/h3-8H,2H2,1H3",MEUROLLIWZOVNK-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-245,,PMY65,,3159617,,FC1=CC=C(N2N=CC(C(O)=O)=C2)C=C1,"InChI=1S/C10H7FN2O2/c11-8-1-3-9(4-2-8)13-6-7(5-12-13)10(14)15/h1-6H,(H,14,15)",VHGLETHNIUVDGO-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-246,,PMY60; PMY62; MNR62,,57519180,,FC1=CC=C(N2C(C)=CC(C3=NC(C(N)=O)=CO3)=C2C)C=C1,"InChI=1S/C16H14FN3O2/c1-9-7-13(16-19-14(8-22-16)15(18)21)10(2)20(9)12-5-3-11(17)4-6-12/h3-8H,1-2H3,(H2,18,21)",WNDROPYDFOUQKN-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-247,,PMY45,,57506926,,FC1=CC=C(N2C(C)=CC(C3=NC(C(OCC)=O)=CO3)=C2C)C=C1,"InChI=1S/C18H17FN2O3/c1-4-23-18(22)16-10-24-17(20-16)15-9-11(2)21(12(15)3)14-7-5-13(19)6-8-14/h5-10H,4H2,1-3H3",RFFSPTHAPOPEOX-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-248,,PMY62,,,,FC1=CC=C(N2C(C)=CC(C3=NC(C(N)=O)CO3)=C2C)C=C1,"InChI=1S/C16H16FN3O2/c1-9-7-13(16-19-14(8-22-16)15(18)21)10(2)20(9)12-5-3-11(17)4-6-12/h3-7,14H,8H2,1-2H3,(H2,18,21)",MGUMGJAQHDKXDI-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-249,,PMY61,,,,FC1=CC=C(N2C(C)=CC(C(N(C(C(N)=O)CO)[H])=O)=C2C)C=C1,"InChI=1S/C16H18FN3O3/c1-9-7-13(16(23)19-14(8-21)15(18)22)10(2)20(9)12-5-3-11(17)4-6-12/h3-7,14,21H,8H2,1-2H3,(H2,18,22)(H,19,23)",QKIMCWGLBIDDRP-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-25,,LMW1; AEW44,,66518,,CC1=CC=C(C)N1C2=CC=CC=C2,"InChI=1S/C12H13N/c1-10-8-9-11(2)13(10)12-6-4-3-5-7-12/h3-9H,1-2H3",JNXIFVSGXLGULI-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-250,,MJT5,,,,FC1=CC=C(N2N=CC(C(N(C(C(OC)=O)CO)[H])=O)=C2C)C=C1,"InChI=1S/C15H16FN3O4/c1-9-12(14(21)18-13(8-20)15(22)23-2)7-17-19(9)11-5-3-10(16)4-6-11/h3-7,13,20H,8H2,1-2H3,(H,18,21)",IFUMWRUBRMGAEV-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-251,,MJT4,,,,FC1=CC=C(N2N=CC(C(N(C(C(N)=O)CO)[H])=O)=C2C)C=C1,"InChI=1S/C14H15FN4O3/c1-8-11(14(22)18-12(7-20)13(16)21)6-17-19(8)10-4-2-9(15)3-5-10/h2-6,12,20H,7H2,1H3,(H2,16,21)(H,18,22)",SYXYTYKMKDLUFU-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-252,,MJT1,,,,CC1=C(C(N(C(C(OC)=O)CO)[H])=O)C=NN1C2=CC=CC=C2,"InChI=1S/C15H17N3O4/c1-10-12(14(20)17-13(9-19)15(21)22-2)8-16-18(10)11-6-4-3-5-7-11/h3-8,13,19H,9H2,1-2H3,(H,17,20)",MUYSFMFAFVZIPG-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-253,,MNR67,,90957910,,O=C(OCC)C1=CN(C=C1)C2=CC=C(F)C=C2,"InChI=1S/C13H12FNO2/c1-2-17-13(16)10-7-8-15(9-10)12-5-3-11(14)4-6-12/h3-9H,2H2,1H3",KJIGTOSWXXKBEH-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-26,,LMW2,,1908543,,CC1=CC=C(C)N1C2=CC=C(C)C=C2,"InChI=1S/C13H15N/c1-10-4-8-13(9-5-10)14-11(2)6-7-12(14)3/h4-9H,1-3H3",SWIUPUUNVWDJED-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-266,,AEW13; AEW14; AEW17,,2349400,,FC1=CC=C(N2C(C)=CC(C(NN)=O)=C2C)C=C1,"InChI=1S/C13H14FN3O/c1-8-7-12(13(18)16-15)9(2)17(8)11-5-3-10(14)4-6-11/h3-7H,15H2,1-2H3,(H,16,18)",WKYACYFAJSKXRU-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-267,,AEW15,,,,FC1=CC=C(N2C(C)=CC(C(NNC(C)=O)=O)=C2C)C=C1,"InChI=1S/C15H16FN3O2/c1-9-8-14(15(21)18-17-11(3)20)10(2)19(9)13-6-4-12(16)5-7-13/h4-8H,1-3H3,(H,17,20)(H,18,21)",YVXPWUQSCIIYMR-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-268,,AEW24,,,,FC1=CC=C(N2C(C)=CC(C(NNC(C(OC)=O)=O)=O)=C2C)C=C1,"InChI=1S/C16H16FN3O4/c1-9-8-13(14(21)18-19-15(22)16(23)24-3)10(2)20(9)12-6-4-11(17)5-7-12/h4-8H,1-3H3,(H,18,21)(H,19,22)",GWWXOFBSHPNTFF-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-269,,AEW25; AEW27,,,,FC1=CC=C(N2C(C)=CC(C3=NN=C(C(OC)=O)O3)=C2C)C=C1,"InChI=1S/C16H14FN3O3/c1-9-8-13(14-18-19-15(23-14)16(21)22-3)10(2)20(9)12-6-4-11(17)5-7-12/h4-8H,1-3H3",KCLKHKVKELEMKB-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-27,,LMW3,,2737125,,CC1=CC=C(C)N1C2=CC=C(C(F)(F)F)C=C2,"InChI=1S/C13H12F3N/c1-9-3-4-10(2)17(9)12-7-5-11(6-8-12)13(14,15)16/h3-8H,1-2H3",UWHVRMCDWMXTOE-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-28,,LMW4; AEW49,,66515,,CC(N1C2=CC=CC=C2)=CC(C=O)=C1C,"InChI=1S/C13H13NO/c1-10-8-12(9-15)11(2)14(10)13-6-4-3-5-7-13/h3-9H,1-2H3",LNROIXNEIZSESG-UHFFFAOYSA-N,1,,,,,,55% at 120 micromolar,80% at 120 micromolar,0,,,,,,,,0,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-284,,,,9794037,,CN(CC(O)=N)CC1=CC=CC=C1,"InChI=1S/C10H14N2O/c1-12(8-10(11)13)7-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3,(H2,11,13)",LBOHKDOTRDQHGM-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-285,,,,151411,,[H]N(CC(N)=O)C,"InChI=1S/C3H8N2O/c1-5-2-3(4)6/h5H,2H2,1H3,(H2,4,6)",CBBFWSMELCDMPZ-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-286,,,,939880,,OC(CS/1)=NC1=N\C2=CC=CC=C2,"InChI=1S/C9H8N2OS/c12-8-6-13-9(11-8)10-7-4-2-1-3-5-7/h1-5H,6H2,(H,10,11,12)",IYGBTPGRKGQPLW-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-287,,AEW 35-1,,459085,,CC1=CC=C(C)N1C2=CC=C([N+]([O-])=O)C=C2,"InChI=1S/C12H12N2O2/c1-9-3-4-10(2)13(9)11-5-7-12(8-6-11)14(15)16/h3-8H,1-2H3",JXJRCFOGAIXRCU-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-288,,AEW 45-1,,2879704,,O=C([H])C1=C(C)N(C2=CC=C([N+]([O-])=O)C=C2)C(C)=C1,"InChI=1S/C13H12N2O3/c1-9-7-11(8-16)10(2)14(9)12-3-5-13(6-4-12)15(17)18/h3-8H,1-2H3",PGDZGAUIBGMQFD-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-289,,AEW 36-1,,608518,,CC1=CC=C(C)N1C2=CC=C(OC)C=C2,"InChI=1S/C13H15NO/c1-10-4-5-11(2)14(10)12-6-8-13(15-3)9-7-12/h4-9H,1-3H3",ZJXMRHDTQFPICU-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-29,,LMW5,,818156,,CC1=CC=C(N2C(C)=C(C=O)C=C2C)C=C1,"InChI=1S/C14H15NO/c1-10-4-6-14(7-5-10)15-11(2)8-13(9-16)12(15)3/h4-9H,1-3H3",YGUWNSYHYBHIIC-UHFFFAOYSA-N,1,,,,,,low sol,low sol,0,,,,,,,,0,,,,,,,,,low sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-290,,AEW 46-1,,615288,,O=C([H])C1=C(C)N(C(C)=C1)C2=CC=C(OC)C=C2,"InChI=1S/C14H15NO2/c1-10-8-12(9-16)11(2)15(10)13-4-6-14(17-3)7-5-13/h4-9H,1-3H3",APTDNVFPUFIPJW-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-3,,"PMY6; JRC1; AEW7, MD1",,57515633,,O=C(C1=C(C)N(C2=CC=C(F)C=C2)C(C)=C1)OCC,"InChI=1S/C15H16FNO2/c1-4-19-15(18)14-9-10(2)17(11(14)3)13-7-5-12(16)6-8-13/h5-9H,4H2,1-3H3",BFRWWAGLFICHEG-UHFFFAOYSA-N,1,,,>5,,,11.96,12.4,>1,,,,,,,,12.18,,,,,>50,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-30,,LMW6,,44122522,,CCOC(C1=C(C)N(C2=CC=C(C=C2)C)C(C)=C1)=O,"InChI=1S/C16H19NO2/c1-5-19-16(18)15-10-12(3)17(13(15)4)14-8-6-11(2)7-9-14/h6-10H,5H2,1-4H3",YFYVWGMFZWLSNW-UHFFFAOYSA-N,1,,,,,,85% at 120 micromolar,50% at 120 micromolar,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-31,,LMW8,,2742171,,O=C(C1=C(C)N(C2=CC=CC=C2)C(C)=C1)OCC,"InChI=1S/C15H17NO2/c1-4-18-15(17)14-10-11(2)16(12(14)3)13-8-6-5-7-9-13/h5-10H,4H2,1-3H3",LNBCSWPBLZPWKQ-UHFFFAOYSA-N,1,,,,,,80% at 120 micromolar,0,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-32,,LMW9,,57515640,,O=C(C1=C(C)N(C2=CC=C(C(F)(F)F)C=C2)C(C)=C1)OCC,"InChI=1S/C16H16F3NO2/c1-4-22-15(21)14-9-10(2)20(11(14)3)13-7-5-12(6-8-13)16(17,18)19/h5-9H,4H2,1-3H3",DSKJELKQHGKPCX-UHFFFAOYSA-N,1,,,,,,85% at 120 micromolar,20% at 120 micromolar,0,,,,,,,,0,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-33,,ZYH1,,1800795,,CC1=CC=C(C)N1C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,"InChI=1S/C14H11F6N/c1-8-3-4-9(2)21(8)12-6-10(13(15,16)17)5-11(7-12)14(18,19)20/h3-7H,1-2H3",KUDHKDYSHKOCTC-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-34,,ZYH2,,2781522,,CC1=C(C=O)C=C(C)N1C2=CC=C(C(F)(F)F)C=C2,"InChI=1S/C14H12F3NO/c1-9-7-11(8-19)10(2)18(9)13-5-3-12(4-6-13)14(15,16)17/h3-8H,1-2H3",FNMOTVDVAVQQDQ-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-35,,ZYH3; PMY47; MNR93,,6016153,MMV689018,CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=CC=CC=C4,"InChI=1S/C22H19N3OS/c1-15-13-17(16(2)25(15)19-11-7-4-8-12-19)14-20-21(26)24-22(27-20)23-18-9-5-3-6-10-18/h3-14H,1-2H3,(H,23,24,26)/b20-14-",QTDBAHFMTAMGMZ-ZHZULCJRSA-N,1,,,0.036; 0.012,,,0.026; 0.038,,0.011,,,,,,,,0.011,,moderate-slow,A,No,>50,,,,,57,,,<4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,
OSM-S-36,,ZYH4,,57515641,,CC1=C(C=O)C=C(C)N1C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,"InChI=1S/C15H11F6NO/c1-8-3-10(7-23)9(2)22(8)13-5-11(14(16,17)18)4-12(6-13)15(19,20)21/h3-7H,1-2H3",ZPNXIXBDNHGLNY-UHFFFAOYSA-N,1,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
